"art","fem","mar","kid5","phd","ment","expo","wt"
2,"Women","Single",0,1.62999999523163,6,1.09,1
2,"Women","Married",0,3.08999991416931,2,0.91,1
2,"Women","Single",0,3.69000005722046,4,0.9,3
2,"Women","Single",0,2.11999988555908,2,1.29,1
2,"Women","Single",0,2.25999999046326,3,1.61,2
2,"Men","Married",1,4.28999996185303,2,1.98,1
2,"Women","Married",1,1.74000000953674,4,1.85,2
2,"Men","Married",2,2.96000003814697,8,1.68,2
2,"Women","Single",0,2.57999992370605,5,1.45,1
2,"Men","Married",1,4.53999996185303,10,0.94,2
2,"Women","Single",0,4.61999988555908,12,1.47,2
2,"Men","Married",1,4.28999996185303,13,0.58,1
2,"Women","Single",0,4.53999996185303,13,1.49,2
2,"Women","Married",0,3.58999991416931,0,0.85,1
2,"Women","Single",0,4.28999996185303,5,1,2
2,"Men","Single",0,3.69000005722046,26,1.04,2
2,"Women","Single",0,3.21000003814697,0,0.62,1
2,"Women","Married",1,3.47000002861023,11,0.74,3
2,"Men","Single",0,4.53999996185303,37,1.83,2
2,"Men","Married",0,1.95000004768372,4,0.85,3
2,"Men","Married",2,2.96000003814697,46,1.42,2
2,"Men","Married",1,4.53999996185303,53,1.89,2
2,"Men","Married",0,3.40000009536743,9,1.88,2
2,"Men","Married",0,2.09999990463257,4,1.95,1
2,"Men","Married",2,4.28999996185303,8,1.74,3
2,"Women","Single",0,3.75,5,1.25,2
2,"Women","Single",0,2.04999995231628,2,1.09,3
2,"Men","Married",1,2.5,2,0.63,1
2,"Women","Married",1,4.61999988555908,17,0.65,1
2,"Women","Married",0,1.79999995231628,10,1.34,1
2,"Women","Single",0,3.08999991416931,0,1.4,1
2,"Men","Single",0,4.28999996185303,10,1.42,1
2,"Men","Married",2,1.79999995231628,6,1.34,3
2,"Women","Married",0,3.58999991416931,5,1.18,2
2,"Men","Married",0,2.75999999046326,3,1.92,1
2,"Men","Married",0,4.1399998664856,16,1.32,3
2,"Men","Single",0,3.58999991416931,3,1.78,2
2,"Women","Single",0,4.53999996185303,12,0.83,2
2,"Women","Married",0,0.920000016689301,0,1.18,2
2,"Women","Single",0,4.28999996185303,15,0.73,2
2,"Men","Married",1,2.39000010490417,4,1.96,1
2,"Men","Married",0,1.17999994754791,0,1.75,1
2,"Men","Married",2,4.53999996185303,2,1.2,2
2,"Women","Married",2,3.84999990463257,47,1,3
2,"Men","Married",2,2.96000003814697,21,1.73,3
2,"Women","Married",0,3.35999989509583,8,0.8,2
2,"Women","Married",0,3.19000005722046,5,1.62,1
2,"Women","Married",1,3.69000005722046,15,1.88,1
2,"Men","Married",0,1.62999999523163,8,1.83,1
2,"Men","Married",0,1.72000002861023,1,1.26,2
2,"Women","Married",0,2.57999992370605,5,1.49,3
2,"Men","Married",0,1.51999998092651,5,1.95,3
2,"Men","Single",0,2.85999989509583,4,0.81,1
2,"Women","Married",2,1.22000002861023,4,0.87,1
2,"Women","Single",0,2.53999996185303,4,1.04,3
2,"Women","Single",0,3.35999989509583,4,1.12,1
2,"Men","Married",2,2.86999988555908,20,1.32,3
2,"Men","Married",1,3.15000009536743,7,1.63,1
2,"Women","Single",0,4.61999988555908,14,0.83,2
2,"Men","Married",1,1.75999999046326,7,1.55,2
2,"Men","Married",1,1.51999998092651,3,1.95,1
2,"Men","Single",0,4.28999996185303,5,1.3,2
2,"Men","Married",2,4.28999996185303,10,0.88,1
2,"Men","Married",1,2.55999994277954,5,1.28,3
2,"Men","Single",0,4.53999996185303,29,1.57,3
2,"Women","Married",0,1.86000001430511,5,0.85,1
2,"Women","Single",0,4.28999996185303,1,1.39,3
2,"Women","Married",0,3.92000007629395,7,1.75,1
2,"Men","Single",0,2.25999999046326,2,1.57,2
2,"Men","Married",1,4.28999996185303,14,1.76,2
2,"Women","Married",1,3.69000005722046,10,1.56,3
2,"Men","Married",2,1.97000002861023,0,1.36,3
2,"Men","Married",1,3.19000005722046,10,1.17,3
2,"Women","Single",0,4.53999996185303,5,1.41,2
2,"Men","Single",0,4.28999996185303,25,1.04,1
2,"Men","Married",0,2.82999992370605,1,1.83,3
2,"Men","Married",3,4.34000015258789,7,0.93,1
2,"Women","Single",0,3.35999989509583,3,1.36,3
2,"Women","Single",0,3.41000008583069,14,1.88,2
2,"Women","Single",0,2.85999989509583,3,1.96,2
2,"Men","Married",0,4.28999996185303,24,1.22,1
2,"Men","Married",1,2.75999999046326,8,1.33,3
2,"Women","Married",0,3.75,0,1.47,2
2,"Men","Married",1,4.28999996185303,12,0.59,1
2,"Men","Married",2,2.21000003814697,12,1.51,3
2,"Men","Married",0,3.53999996185303,21,0.82,2
2,"Men","Married",0,2.96000003814697,2,1.04,2
2,"Women","Married",0,2.11999988555908,2,1.83,2
2,"Men","Single",0,2.39000010490417,4,1.94,2
2,"Women","Single",0,3.19000005722046,5,1.04,3
2,"Women","Single",0,1.97000002861023,8,1.38,2
2,"Women","Married",0,4.53999996185303,9,1.15,1
2,"Women","Single",0,2.54999995231628,36,1.92,2
2,"Men","Married",0,1.75999999046326,0,1.57,2
2,"Men","Married",2,4.34000015258789,17,1.82,3
2,"Women","Married",0,2.51999998092651,16,0.79,1
2,"Men","Married",1,2.55999994277954,7,0.68,1
2,"Men","Single",0,4.53999996185303,10,1.84,3
2,"Women","Married",0,1.39999997615814,0,1.03,3
2,"Men","Married",2,3.3199999332428,27,1.67,3
2,"Men","Married",0,2.50999999046326,5,1.08,2
2,"Women","Married",2,2.57999992370605,3,0.71,3
2,"Men","Married",2,3.53999996185303,16,1.88,2
2,"Men","Married",0,4.53999996185303,11,1.29,2
2,"Men","Single",0,4.28999996185303,17,1.78,3
2,"Men","Married",0,4.34000015258789,5,1.92,1
2,"Women","Married",1,3.47000002861023,4,1.63,1
2,"Women","Single",0,3.47000002861023,5,1.84,2
2,"Men","Married",2,2.5,5,0.82,2
2,"Men","Married",3,2,8,1.03,2
2,"Men","Single",0,3.92000007629395,10,0.88,3
2,"Women","Married",0,4.61999988555908,23,0.63,3
2,"Women","Single",0,3.08999991416931,6,1.6,1
2,"Women","Single",0,2.3199999332428,4,1.46,1
2,"Women","Single",0,4.28999996185303,21,0.6,3
2,"Women","Single",0,3.35999989509583,7,1.04,1
2,"Men","Married",0,3.69000005722046,5,1.64,1
2,"Men","Married",0,4.28999996185303,17,1.87,2
2,"Women","Single",0,3.58999991416931,11,1.16,1
2,"Men","Married",0,4.28999996185303,13,1.42,3
2,"Women","Married",1,3.21000003814697,7,1.81,3
2,"Women","Single",0,2.25999999046326,8,1.64,3
2,"Men","Married",0,2.5,0,0.93,2
2,"Men","Single",0,2.25999999046326,3,0.76,1
2,"Women","Married",0,3.75,4,0.52,3
2,"Women","Single",0,4.28999996185303,4,0.7,3
2,"Men","Married",0,3.19000005722046,11,1.23,1
2,"Women","Married",1,2,7,1.61,3
2,"Women","Married",0,3.08999991416931,1,1.93,3
2,"Women","Married",1,3.58999991416931,2,1.11,1
2,"Women","Married",0,4.34000015258789,11,0.64,3
2,"Women","Single",0,2.86999988555908,9,0.63,2
2,"Men","Married",0,2.09999990463257,2,1.85,3
2,"Women","Single",0,2.82999992370605,26,0.84,1
2,"Men","Married",1,2.09999990463257,3,1.45,3
2,"Men","Married",1,1.77999997138977,1,0.7,3
2,"Men","Married",0,2.50999999046326,0,1.25,2
2,"Men","Married",1,2.51999998092651,10,1.12,1
2,"Women","Married",1,3.40000009536743,4,0.85,3
2,"Women","Married",1,3.08999991416931,3,1.17,2
2,"Men","Married",0,4.28999996185303,13,0.9,3
2,"Women","Married",0,2.96000003814697,8,0.81,1
2,"Women","Married",2,3.58999991416931,11,1.19,1
2,"Men","Single",0,4.53999996185303,55,1.52,3
2,"Women","Married",0,3.58999991416931,11,1.83,1
2,"Men","Married",1,3.42000007629395,3,0.79,1
2,"Women","Married",1,4.28999996185303,4,0.89,2
2,"Women","Single",0,3.19000005722046,4,0.64,2
2,"Women","Married",1,4.28999996185303,11,0.77,1
2,"Men","Married",0,4.61999988555908,3,1.29,3
2,"Men","Married",2,1.86000001430511,6,1.54,1
2,"Men","Married",0,4.61999988555908,8,1.52,3
2,"Women","Married",2,4.53999996185303,48,0.78,2
2,"Women","Married",0,3.75,8,1.42,2
2,"Men","Married",0,1.75999999046326,0,1.94,3
2,"Women","Married",0,3.41000008583069,31,0.5,3
2,"Men","Married",0,2.54999995231628,24,1.14,1
2,"Men","Married",1,1.25,2,0.51,1
2,"Women","Married",0,1.48000001907349,9,1.58,2
2,"Women","Married",0,2.82999992370605,3,0.56,1
2,"Women","Married",0,4.28999996185303,6,0.99,2
2,"Women","Single",0,3.19000005722046,10,1.69,1
2,"Women","Single",0,1.39999997615814,0,1.75,3
2,"Women","Married",2,3.21000003814697,2,0.72,1
2,"Men","Single",0,4.61999988555908,9,1.25,3
2,"Women","Married",0,1.45000004768372,7,0.79,3
2,"Women","Married",1,3.33999991416931,4,0.55,1
2,"Women","Single",0,4.53999996185303,23,1.02,3
2,"Men","Married",2,4.28999996185303,30,0.79,1
2,"Women","Single",0,3.69000005722046,7,0.65,2
2,"Women","Single",0,2.57999992370605,2,1.33,2
2,"Women","Married",1,4.53999996185303,7,1.33,2
2,"Men","Married",1,4.53999996185303,6,1.15,2
2,"Men","Single",0,4.28999996185303,9,1.82,2
3,"Women","Single",0,4.28999996185303,12,1.52,1
3,"Women","Single",0,3.75,0,0.53,2
3,"Men","Single",0,4.61999988555908,8,1.99,3
3,"Men","Married",2,4.53999996185303,31,1.4,2
3,"Men","Married",0,3.08999991416931,5,0.83,1
3,"Men","Married",1,1.95000004768372,14,1.74,1
3,"Women","Married",1,3.58999991416931,3,0.9,1
3,"Men","Married",1,2.60999989509583,5,0.9,3
3,"Men","Single",0,2.86999988555908,12,1.94,2
3,"Men","Single",0,4.28999996185303,30,1.24,3
3,"Women","Married",0,3.41000008583069,19,1.22,1
3,"Women","Married",1,2.3199999332428,5,1.55,2
3,"Women","Married",0,2.11999988555908,3,1.75,2
3,"Men","Married",0,4.53999996185303,37,1.95,2
3,"Men","Married",0,2.96000003814697,8,0.6,1
3,"Men","Single",0,2.86999988555908,12,0.54,2
3,"Men","Married",0,2.3199999332428,4,0.54,1
3,"Men","Married",2,1.79999995231628,6,1.37,2
3,"Women","Single",0,2.39000010490417,11,0.85,1
3,"Women","Married",1,4.61999988555908,14,1.41,2
3,"Women","Single",0,4.28999996185303,10,0.53,3
3,"Men","Married",0,4.53999996185303,5,0.8,1
3,"Men","Single",0,3.58999991416931,16,1.52,2
3,"Men","Married",2,4.28999996185303,0,1.97,3
3,"Men","Married",1,2.96000003814697,5,1.13,2
3,"Men","Married",2,4.28999996185303,25,1.5,1
3,"Men","Married",1,4.28999996185303,18,0.77,1
3,"Men","Married",1,2.53999996185303,6,1.78,1
3,"Men","Single",0,3.92000007629395,0,1.11,2
3,"Men","Single",0,2.3199999332428,8,0.91,2
3,"Women","Single",0,4.61999988555908,22,0.88,3
3,"Women","Married",0,3.75,6,1.79,3
3,"Men","Married",2,1.95000004768372,3,0.91,2
3,"Men","Married",1,1.79999995231628,4,0.86,3
3,"Men","Married",0,2.75999999046326,8,1.94,2
3,"Men","Single",0,3.58999991416931,7,1.14,1
3,"Men","Married",0,4.25,20,1.72,1
3,"Men","Married",2,2.82999992370605,7,1.54,2
3,"Women","Single",0,2.51999998092651,4,1.84,1
3,"Women","Married",0,1.17999994754791,0,1.13,3
3,"Women","Married",0,3.35999989509583,11,1.2,1
3,"Women","Married",0,4.28999996185303,21,1.3,2
3,"Women","Married",1,4.61999988555908,49,1.37,2
3,"Men","Single",0,2.82999992370605,8,1.76,2
3,"Men","Married",0,3.69000005722046,24,1.38,2
3,"Men","Married",0,2.25999999046326,12,0.55,1
3,"Women","Single",0,2.04999995231628,5,1.24,3
3,"Men","Married",1,4.28999996185303,19,1.55,1
3,"Men","Married",0,1.41999995708466,3,1.76,1
3,"Women","Married",2,1.88999998569489,16,0.96,2
3,"Men","Married",0,3.69000005722046,26,1.78,1
3,"Women","Married",0,2.96000003814697,22,1.83,1
3,"Women","Married",1,1.86000001430511,1,1.45,2
3,"Women","Married",0,2.25999999046326,6,0.96,2
3,"Men","Married",0,4.28999996185303,15,1.51,2
3,"Women","Married",0,3.15000009536743,4,1.79,2
3,"Men","Married",0,2.60999989509583,0,0.58,1
3,"Women","Single",0,4.53999996185303,3,1.53,3
3,"Men","Married",1,2.21000003814697,10,1.46,1
3,"Men","Married",0,1.77999997138977,0,1.11,1
3,"Men","Married",1,3.61999988555908,5,1.96,2
3,"Men","Married",0,3.92000007629395,0,1.97,3
3,"Women","Married",0,4.61999988555908,10,1.45,1
3,"Men","Married",0,2.60999989509583,5,1.82,3
3,"Women","Married",1,3.35999989509583,3,0.65,1
3,"Women","Married",0,3.69000005722046,12,1.72,3
3,"Men","Married",0,3.47000002861023,14,1.39,1
3,"Men","Married",0,1.25,4,1.71,2
3,"Men","Married",0,4.61999988555908,18,1.15,1
3,"Men","Married",1,3.58999991416931,14,1.93,2
3,"Women","Single",0,3.35999989509583,2,1.99,2
3,"Men","Married",0,4.28999996185303,38,1.89,3
3,"Men","Single",0,3.53999996185303,12,1.82,1
3,"Men","Married",2,2.57999992370605,2,1.66,2
3,"Men","Single",0,1.51999998092651,3,1.08,2
3,"Men","Married",0,3.47000002861023,8,0.87,2
3,"Women","Married",0,4.61999988555908,14,1.91,3
3,"Men","Single",0,3.53999996185303,25,0.82,3
3,"Men","Married",2,2.09999990463257,4,1.38,3
3,"Men","Married",2,1.37999999523163,8,1.09,2
3,"Men","Married",1,3.08999991416931,5,0.7,2
3,"Men","Married",3,2.85999989509583,3,1.01,1
3,"Women","Single",0,4.28999996185303,5,0.8,3
3,"Women","Married",1,1.22000002861023,3,1.37,3
4,"Men","Married",0,2.82999992370605,5,1.49,1
4,"Women","Married",0,4.53999996185303,16,0.85,1
4,"Men","Married",0,4.28999996185303,22,1.19,2
4,"Men","Single",0,4.28999996185303,7,1.65,1
4,"Men","Married",0,3.53999996185303,9,1.68,3
4,"Men","Single",0,2.51999998092651,6,1.44,1
4,"Women","Single",0,1.39999997615814,3,0.54,2
4,"Women","Married",0,4.34000015258789,6,0.51,2
4,"Women","Married",1,2.50999999046326,2,0.83,3
4,"Men","Married",0,4.28999996185303,2,0.92,1
4,"Men","Married",1,2.96000003814697,0,1.48,1
4,"Men","Single",0,3.84999990463257,47,1.54,1
4,"Men","Single",0,4.53999996185303,5,0.93,3
4,"Women","Married",0,3.40000009536743,5,0.6,3
4,"Men","Single",0,3.41000008583069,21,1.48,2
4,"Men","Married",1,2.96000003814697,57,1.04,2
4,"Women","Married",0,3.53999996185303,5,1.45,3
4,"Men","Married",2,1.72000002861023,2,0.98,3
4,"Men","Married",2,2.85999989509583,15,1.42,1
4,"Men","Married",2,4.53999996185303,66,1.52,3
4,"Men","Married",1,1.75999999046326,11,0.55,1
4,"Men","Married",2,1.86000001430511,15,0.61,2
4,"Men","Married",0,3.47000002861023,4,1.06,3
4,"Men","Single",0,3.41000008583069,7,0.77,1
4,"Men","Married",0,1.80999994277954,10,1.62,3
4,"Men","Married",2,2.04999995231628,13,1.51,3
4,"Men","Single",0,4.61999988555908,18,0.53,1
4,"Women","Married",0,2.25999999046326,3,0.86,2
4,"Men","Married",1,1.86000001430511,47,0.68,3
4,"Women","Married",1,4.28999996185303,4,1.03,1
4,"Men","Married",2,3.53999996185303,2,1.28,3
4,"Men","Married",0,4.28999996185303,30,1.97,1
4,"Men","Married",0,2.53999996185303,11,0.64,1
4,"Women","Married",0,4.25,13,0.94,3
4,"Women","Single",0,2.5,10,1.75,3
4,"Women","Married",1,3.53999996185303,12,0.54,2
4,"Women","Married",0,3.19000005722046,8,1.89,3
4,"Men","Married",2,4.53999996185303,21,1.77,1
4,"Women","Single",0,2.85999989509583,39,1.27,3
4,"Women","Married",0,2.57999992370605,14,0.8,3
4,"Women","Married",0,1.27999997138977,4,0.83,3
4,"Women","Married",0,3.21000003814697,14,0.73,3
4,"Women","Single",0,2.86999988555908,6,1.88,3
4,"Women","Single",0,3.33999991416931,11,1.63,3
4,"Women","Single",0,3.15000009536743,8,1.36,2
4,"Women","Single",0,2.3199999332428,8,1.23,2
4,"Men","Single",0,4.28999996185303,19,1.08,1
4,"Men","Single",0,3.69000005722046,7,1.98,2
4,"Men","Married",1,2.54999995231628,21,1.49,2
4,"Women","Single",0,4.61999988555908,3,0.99,3
4,"Women","Married",0,2.35999989509583,5,0.54,2
4,"Men","Married",1,4.25,29,1.37,3
4,"Men","Married",1,4.28999996185303,5,1.4,3
4,"Women","Married",0,3.19000005722046,7,1.27,2
4,"Women","Single",0,3.19000005722046,3,1.2,3
4,"Women","Single",0,2.55999994277954,23,0.56,1
4,"Men","Married",0,1.75999999046326,7,1.18,2
4,"Men","Married",1,2.57999992370605,25,1.21,1
4,"Women","Married",0,3.41000008583069,4,1.32,1
4,"Women","Single",0,3.58999991416931,9,1.95,3
4,"Women","Married",0,1.77999997138977,4,0.56,1
4,"Women","Single",0,3.75,3,1.51,1
4,"Men","Married",2,3.69000005722046,16,1.87,1
4,"Men","Married",0,3.61999988555908,5,0.68,2
4,"Men","Married",0,1.50499999523163,4,1.67,1
4,"Men","Married",2,2.57999992370605,6,1.4,1
4,"Men","Single",0,2.86999988555908,15,1.93,3
5,"Women","Married",0,2.25999999046326,16,1.18,2
5,"Women","Single",0,3.75,13,1.85,1
5,"Men","Married",2,3.84999990463257,15,1.63,2
5,"Men","Married",1,3.15000009536743,5,0.61,1
5,"Men","Married",1,3.15000009536743,27,0.62,1
5,"Men","Married",0,4.34000015258789,6,1.5,1
5,"Men","Married",0,4.25,12,1.58,3
5,"Men","Single",0,3.35999989509583,11,0.72,1
5,"Women","Single",0,3.58999991416931,14,1.61,2
5,"Men","Married",1,2.57999992370605,25,0.7,2
5,"Men","Married",1,3.58999991416931,21,0.76,3
5,"Men","Married",1,2.96000003814697,4,1.26,2
5,"Men","Married",0,4.53999996185303,13,0.6,3
5,"Men","Married",0,4.28999996185303,30,1.2,1
5,"Women","Single",0,2.86999988555908,12,1.41,3
5,"Women","Married",0,4.53999996185303,15,0.64,2
5,"Women","Married",1,3.84999990463257,1,1.42,1
5,"Men","Married",0,2.5,4,0.77,1
5,"Men","Married",1,3.47000002861023,0,1.93,1
5,"Women","Married",0,2.85999989509583,24,1.85,2
5,"Women","Married",0,4.61999988555908,0,1.52,3
5,"Men","Married",1,4.53999996185303,53,1.4,3
5,"Men","Married",0,1.25,2,1.86,2
5,"Women","Married",0,3.21000003814697,19,0.82,3
5,"Men","Married",1,1.75999999046326,11,1.95,3
5,"Women","Single",0,2.57999992370605,6,1.66,2
5,"Women","Single",0,3.61999988555908,3,1.77,2
6,"Men","Married",1,4.61999988555908,8,1.47,2
6,"Women","Married",0,2.09999990463257,36,1.55,1
6,"Women","Married",2,1.86000001430511,38,1.47,1
6,"Men","Married",0,4.34000015258789,9,1.02,3
6,"Women","Married",0,4.28999996185303,24,1.5,3
6,"Men","Married",2,2.50999999046326,11,0.6,3
6,"Men","Married",1,2.96000003814697,13,1.11,2
6,"Men","Single",0,4.28999996185303,18,1.25,3
6,"Men","Single",0,3.40000009536743,14,1.45,2
6,"Women","Single",0,4.53999996185303,12,1.71,3
6,"Men","Married",1,3.84999990463257,16,0.72,1
6,"Women","Single",0,3.15000009536743,9,1.65,1
6,"Women","Single",0,4.53999996185303,15,1.33,2
6,"Men","Single",0,3.47000002861023,6,1.45,3
6,"Women","Married",0,4.28999996185303,1,1.31,1
6,"Men","Single",0,1.97000002861023,4,1.87,2
6,"Women","Single",0,3.3199999332428,6,1.48,1
7,"Men","Married",0,3.58999991416931,1,1.08,2
7,"Men","Single",0,2.53999996185303,6,1.77,2
7,"Men","Single",0,3.41000008583069,20,1.96,1
7,"Men","Married",1,1.97000002861023,0,1.77,3
7,"Women","Single",0,3.15000009536743,9,1.24,3
7,"Men","Single",0,4.61999988555908,15,0.54,1
7,"Men","Single",0,4.53999996185303,42,1.56,1
7,"Men","Married",0,3.69000005722046,9,1.62,3
7,"Men","Single",0,4.34000015258789,19,0.94,1
7,"Men","Single",0,4.28999996185303,19,1.74,2
7,"Men","Married",1,3.58999991416931,27,1.2,2
7,"Men","Single",0,3.69000005722046,19,1.25,3
8,"Men","Married",0,2.50999999046326,11,1.23,2
9,"Men","Married",1,2.96000003814697,23,0.78,1
9,"Men","Married",1,1.86000001430511,47,1.16,3
10,"Women","Married",0,3.58999991416931,18,1.82,2
11,"Men","Married",2,2.85999989509583,7,1.24,3
12,"Men","Married",1,4.28999996185303,35,1.08,1
12,"Men","Married",1,1.86000001430511,5,0.63,2
16,"Men","Married",0,1.74000000953674,21,1.11,1
19,"Men","Married",0,1.86000001430511,42,1.62,3
