"lw","s","iq","expr","tenure","rns","smsa","year","med","kww","age","mrt"
5.76200008392334,13,99,2.19000005722046,4,0,1,"y66",12,43,22,1
5.60200023651123,11,80,2.46199989318848,1,0,1,"y66",12,31,20,1
5.63100004196167,11,93,5.33300018310547,3,0,1,"y66",10,45,22,1
5.52099990844727,13,118,0.377999991178513,1,0,1,"y69",11,43,21,0
5.50500011444092,11,115,1,1,0,1,"y67",12,31,18,0
5.2979998588562,16,119,3.73900008201599,0,0,1,"y73",10,28,22,0
5.50099992752075,12,94,0,1,0,1,"y67",12,39,19,0
5.94299983978271,16,109,4.84200000762939,0,0,1,"y73",13,42,26,1
5.08099985122681,13,104,2.37800002098083,1,0,1,"y68",14,37,21,0
4.82800006866455,11,89,1.0900000333786,1,0,0,"y67",7,21,17,0
5.52099990844727,12,101,2.35400009155273,3,0,0,"y66",12,28,22,0
5.7039999961853,16,96,0,1,0,0,"y71",12,34,22,0
5.06300020217896,12,109,1.58299994468689,1,0,0,"y66",9,48,22,1
5.37099981307983,12,94,3.08299994468689,4,0,0,"y66",4,38,23,1
5.52099990844727,12,115,1.47300004959106,2,0,0,"y66",6,34,20,0
5.64900016784668,12,92,2.16100001335144,3,0,0,"y66",8,41,24,1
5.46000003814697,9,71,0.518999993801117,1,0,0,"y67",11,32,17,0
4.88299989700317,11,130,0,1,0,0,"y66",12,39,19,1
5.84600019454956,16,119,0.228000000119209,1,0,0,"y70",12,38,22,0
4.8600001335144,9,74,0.462000012397766,1,0,1,"y66",10,24,18,0
6.03299999237061,15,124,3.75399994850159,1,0,1,"y73",10,23,20,1
5.2979998588562,14,94,0.456999987363815,1,0,0,"y71",12,29,22,1
5.50099992752075,16,120,6.36299991607666,4,0,0,"y71",12,44,28,1
5.75899982452393,11,96,1.54499995708466,1,0,1,"y66",8,40,23,1
5.2979998588562,12,98,0.423000007867813,1,0,1,"y69",12,42,17,0
5.19799995422363,12,109,2.33299994468689,2,0,0,"y66",9,44,19,0
6.20100021362305,17,100,0,0,0,1,"y73",12,39,22,0
5.2519998550415,12,101,0.537999987602234,1,0,0,"y68",11,25,18,0
6.17399978637695,16,111,0.166999995708466,1,0,0,"y69",12,40,21,1
6.13299989700317,16,106,2.98099994659424,5,0,0,"y69",8,38,26,1
5.7039999961853,12,102,1.12800002098083,2,0,0,"y66",12,37,23,1
5.84600019454956,14,115,0.74099999666214,1,0,0,"y71",12,28,21,0
6.21500015258789,12,99,1.38699996471405,1,0,0,"y70",10,37,18,1
5.55700016021729,16,118,1.33299994468689,2,0,0,"y66",11,48,22,1
5.77799987792969,13,132,0,1,0,1,"y69",13,37,22,0
5.75899982452393,13,108,0.333000004291534,1,0,1,"y68",12,26,18,0
5.54500007629395,12,98,2.16599988937378,2,0,1,"y66",14,40,19,0
5.55299997329712,12,111,6.08300018310547,1,0,1,"y66",8,44,22,0
5.41200017929077,11,79,4.35599994659424,4,0,1,"y66",8,36,24,1
5.2979998588562,12,97,1,1,0,0,"y68",12,29,19,0
4.65399980545044,15,99,2.33299994468689,1,0,0,"y66",12,49,24,1
5.7039999961853,16,101,0,0,0,1,"y73",12,33,23,0
5.39400005340576,17,120,0,2,0,0,"y66",12,45,22,0
5.2979998588562,12,97,0.377999991178513,2,0,1,"y69",8,33,18,0
4.98999977111816,12,106,4.74700021743774,5,0,0,"y67",8,34,23,1
6.17600011825562,16,131,0.477999985218048,2,0,0,"y71",12,44,21,0
5.50099992752075,10,93,2.04500007629395,1,0,0,"y66",12,32,20,1
5.7039999961853,12,79,0.377999991178513,1,0,0,"y68",8,23,20,0
5.7039999961853,12,100,0.377999991178513,1,0,1,"y66",11,38,17,0
6.19600009918213,16,107,0.815999984741211,1,0,1,"y70",9,30,23,0
5.70699977874756,12,105,0.377999991178513,1,0,1,"y69",12,22,19,1
5.84100008010864,12,114,5.30200004577637,5,0,0,"y71",12,25,22,1
5.66300010681152,12,116,9.37800025939941,1,0,0,"y69",8,36,27,1
5.18200016021729,12,104,5.25,4,0,1,"y66",11,41,23,1
5.7039999961853,12,85,3.58299994468689,5,0,1,"y66",9,48,21,0
5.83500003814697,12,93,2.83299994468689,1,0,1,"y68",9,46,18,0
5.84600019454956,10,100,0,1,0,0,"y66",8,40,23,1
5.90000009536743,16,88,0.433999985456467,1,0,1,"y71",12,36,23,0
6.18400001525879,12,93,4.44399976730347,0,0,0,"y73",12,32,21,1
5.15299987792969,12,98,1.79499995708466,1,0,0,"y68",12,26,20,0
5.2979998588562,14,110,1.89199995994568,3,0,0,"y73",12,35,20,1
4.60500001907349,14,94,0.634999990463257,1,0,0,"y67",11,38,20,0
5.21999979019165,12,77,1.20099997520447,2,0,0,"y66",8,36,23,1
5.80499982833862,12,102,3.14199995994568,1,0,1,"y71",12,44,21,0
6.1399998664856,14,113,5.36899995803833,1,0,1,"y73",16,49,26,1
5.7039999961853,10,103,5.43400001525879,7,1,1,"y73",12,38,24,1
5.01100015640259,11,96,3.33299994468689,1,1,1,"y66",12,31,21,1
5.21999979019165,11,97,5.33300018310547,1,1,1,"y66",12,35,23,1
5.69399976730347,12,89,2.31699991226196,3,1,1,"y66",15,39,23,1
6.23000001907349,16,104,0.894999980926514,0,1,1,"y73",16,34,23,1
5.41599988937378,14,116,0,1,1,1,"y71",11,36,24,1
5.55700016021729,14,104,0,1,1,1,"y66",12,47,23,0
5.19299983978271,12,114,0.541000008583069,1,1,1,"y70",12,37,18,0
5.77099990844727,16,103,1.55299997329712,0,0,0,"y73",12,40,23,1
5.56500005722046,12,92,1.25,2,1,1,"y66",6,34,22,1
6.00099992752075,18,98,4.70599985122681,0,1,1,"y73",8,41,23,1
5.82000017166138,13,114,1.41700005531311,2,1,1,"y66",12,48,23,1
5.05000019073486,12,110,1.91700005531311,3,1,1,"y66",12,37,24,1
6.61499977111816,17,132,1.11300003528595,2,1,1,"y73",8,39,25,1
5.2979998588562,16,112,5.93200016021729,0,1,0,"y73",8,37,24,1
5.48099994659424,9,99,2.5,2,1,1,"y66",12,42,22,1
5.57200002670288,13,106,3.33299994468689,5,1,1,"y66",12,45,24,0
6.21500015258789,15,128,0.308999985456467,0,1,1,"y73",18,43,25,1
5.89400005340576,12,80,3.48600006103516,2,1,1,"y73",8,30,22,0
5.7039999961853,11,71,2.04299998283386,1,1,1,"y71",6,24,23,1
6.39900016784668,18,127,0.791999995708466,1,1,1,"y71",12,45,23,0
6.10900020599365,16,114,0,2,1,1,"y73",8,43,23,0
5.48099994659424,13,102,0.653999984264374,1,1,1,"y69",7,30,19,0
5.23099994659424,12,88,0.462000012397766,3,1,1,"y68",12,34,19,0
5.85799980163574,12,88,1,1,1,1,"y68",12,32,17,0
5.54899978637695,15,110,1.91600000858307,2,1,1,"y66",14,45,23,1
6.17600011825562,16,130,0,0,0,1,"y73",8,39,22,0
5.11199998855591,11,101,3.37800002098083,1,1,1,"y66",12,36,21,1
4.95599985122681,10,89,0.333000004291534,1,1,1,"y66",9,36,18,0
5.21999979019165,10,80,1.33299994468689,2,1,1,"y66",12,25,21,1
6.39699983596802,12,72,9.05799961090088,0,0,1,"y73",12,20,26,1
5.41200017929077,18,115,1.18900001049042,2,0,1,"y71",12,56,27,1
6.31500005722046,16,115,0.797999978065491,5,1,1,"y70",12,48,27,1
5.37099981307983,12,93,3.29500007629395,1,1,1,"y66",8,27,24,0
6.02299976348877,15,92,2.91599988937378,3,1,1,"y73",12,42,24,0
6.16300010681152,13,115,1.16400003433228,2,1,1,"y73",5,40,20,0
5.47200012207031,11,93,1.97500002384186,1,1,1,"y71",12,26,20,1
5.40700006484985,12,91,0.652999997138977,1,1,1,"y66",8,39,22,0
5.16499996185303,10,90,4.5,1,1,1,"y66",9,35,20,1
5.17000007629395,12,104,3.18199992179871,4,1,1,"y66",9,47,20,1
4.94199991226196,12,100,1.84800004959106,2,1,1,"y66",12,42,18,1
4.8899998664856,18,129,0,0,1,1,"y73",15,40,28,0
5.72700023651123,16,112,0.717000007629395,1,0,1,"y67",12,39,22,0
6.15500020980835,11,98,6.71700000762939,7,1,0,"y71",11,38,27,1
6.56699991226196,17,132,4.01900005340576,1,1,1,"y73",12,45,24,1
5.72700023651123,13,110,0,0,1,1,"y69",13,36,21,0
5.96400022506714,12,127,1.19099998474121,0,1,1,"y73",11,44,21,0
6.10900020599365,13,94,3.61999988555908,4,1,1,"y66",8,39,22,1
6.38700008392334,16,97,0,0,0,1,"y73",16,48,24,1
5.65199995040894,15,109,0.254999995231628,1,0,1,"y71",11,42,24,1
4.90500020980835,12,89,0,1,1,0,"y67",3,21,18,0
5.46000003814697,12,90,5.37799978256226,6,1,0,"y66",11,33,23,0
5.07499980926514,12,105,0,2,1,0,"y69",12,39,17,0
5.69000005722046,12,100,5.27500009536743,1,1,1,"y68",8,27,22,0
5.47200012207031,16,111,0.958000004291534,1,1,0,"y71",16,40,22,1
5.99100017547607,17,125,0,1,1,0,"y71",16,44,22,0
5.41599988937378,16,124,0,0,1,0,"y73",12,20,21,0
6.13600015640259,14,107,7.93400001525879,2,1,1,"y73",12,41,24,1
5.2979998588562,12,110,3.9909999370575,1,1,1,"y71",12,45,26,0
5.48099994659424,13,102,1.45500004291534,0,1,0,"y73",16,32,21,0
6.02299976348877,12,81,7.33300018310547,6,1,0,"y71",12,36,25,1
5.41599988937378,12,99,3.78399991989136,3,1,0,"y71",12,36,21,0
5.78399991989136,13,102,0,1,1,1,"y69",12,35,19,1
5.4210000038147,12,95,0,7,1,1,"y66",12,44,24,1
5.99100017547607,16,98,0.768999993801117,1,1,1,"y69",11,37,24,0
5.97900009155273,16,109,0.555999994277954,1,1,0,"y71",4,41,22,1
5.73299980163574,12,82,6.65500020980835,2,1,0,"y66",8,41,24,1
5.07499980926514,13,105,0,0,1,0,"y68",12,22,20,0
5.49300003051758,12,95,0,2,1,0,"y66",12,36,24,1
5.84100008010864,16,123,1.87199997901917,4,1,1,"y73",12,43,24,1
5.38899993896484,12,86,0,1,1,0,"y69",12,24,19,0
5.21500015258789,12,87,0,2,1,1,"y66",8,41,24,0
6.29199981689453,16,117,0.552999973297119,1,0,0,"y71",12,39,22,1
5.75899982452393,16,112,1.12800002098083,2,1,1,"y66",12,50,24,0
6.30999994277954,15,119,0,1,1,1,"y70",12,41,23,0
5.24700021743774,12,81,0.384999990463257,1,1,0,"y69",6,33,21,0
5.80800008773804,17,124,0.384999990463257,1,1,0,"y70",10,48,22,1
5.43800020217896,12,89,0,2,1,0,"y66",7,38,22,1
6.39699983596802,16,106,1.18900001049042,2,1,1,"y73",12,41,21,1
5.38000011444092,13,103,0.333000004291534,1,1,0,"y66",11,30,18,0
5.29300022125244,12,91,0.377999991178513,1,1,0,"y67",6,40,19,0
5.8289999961853,16,101,5.4060001373291,2,1,1,"y73",12,34,23,1
5.04300022125244,12,83,2.25,2,1,1,"y66",12,32,22,0
6.17600011825562,17,102,0.160999998450279,5,1,1,"y73",12,54,24,1
5.19299983978271,12,94,0.423000007867813,1,1,1,"y68",7,34,18,0
5.46000003814697,10,97,3.47499990463257,1,1,1,"y66",12,38,23,1
6.09100008010864,17,115,0,2,1,1,"y73",12,38,23,0
5.98600006103516,16,117,0.377999991178513,1,1,1,"y69",17,38,24,0
5.55700016021729,12,105,5.75600004196167,1,1,1,"y67",8,45,24,1
5.8289999961853,16,113,0.532999992370605,5,1,1,"y73",8,36,30,0
6.19399976730347,12,83,5.97399997711182,0,0,1,"y73",10,37,29,1
6.40700006484985,18,101,0.40599998831749,4,1,1,"y71",17,44,29,1
5.79300022125244,12,113,0,6,1,1,"y66",12,36,22,1
5.41599988937378,12,88,0.628000020980835,2,1,1,"y66",12,31,23,1
5.77799987792969,16,113,0.541000008583069,4,1,1,"y71",16,27,21,1
6.8439998626709,14,106,0,1,1,1,"y70",12,38,20,1
5.45100021362305,12,114,2.16599988937378,1,1,1,"y66",10,36,23,1
6.29300022125244,16,119,2.11299991607666,2,1,1,"y73",11,32,22,0
5.36100006103516,12,89,5.57999992370605,2,1,1,"y66",1,40,24,1
5.82000017166138,13,97,0.377999991178513,1,1,1,"y68",12,28,18,0
6.05700016021729,13,83,0.52700001001358,1,1,1,"y71",12,51,24,0
6.31899976730347,11,97,11.4440002441406,1,1,1,"y71",12,40,27,1
5.61700010299683,12,98,0,1,1,1,"y68",12,37,18,1
5.15299987792969,12,84,1.04499995708466,1,1,0,"y67",8,24,18,0
5.25699996948242,12,74,1.96399998664856,1,1,0,"y70",8,24,20,0
4.74499988555908,12,93,2.12800002098083,3,1,0,"y66",6,32,22,1
6.52500009536743,17,113,1.13399994373322,2,1,1,"y73",17,41,26,1
5.34200000762939,12,92,1.14499998092651,2,1,1,"y66",8,37,24,0
5.68699979782104,12,127,2.11100006103516,0,1,0,"y73",9,44,20,0
5.8289999961853,12,109,6.25,5,1,0,"y66",6,44,23,1
5.41599988937378,12,97,1.2059999704361,2,1,0,"y66",10,42,20,0
5.23600006103516,11,66,4.52500009536743,0,1,1,"y73",0,30,22,1
6.39400005340576,16,109,0.962000012397766,7,0,1,"y71",16,46,26,1
6.07100009918213,16,109,0.27700001001358,1,1,1,"y70",4,43,24,1
5.21999979019165,12,85,0,1,1,0,"y69",8,44,23,1
5.19299983978271,12,81,1.15400004386902,1,1,0,"y68",8,26,19,0
6.06400012969971,9,87,10.6090002059937,1,1,0,"y71",5,12,28,1
5.52099990844727,13,78,0.967999994754791,1,0,1,"y67",12,40,20,0
5.34700012207031,13,54,1,1,0,1,"y69",12,37,20,0
5.41599988937378,12,98,1.23300004005432,1,0,1,"y66",8,33,22,1
5.65199995040894,12,98,2.25,3,0,1,"y66",12,34,22,0
5.80499982833862,16,105,0.602999985218048,1,0,1,"y73",16,29,22,0
5.10599994659424,12,87,0,1,0,1,"y68",12,25,19,0
6.21500015258789,13,117,2.65000009536743,0,0,1,"y73",12,25,20,1
5.2979998588562,14,85,0,0,0,1,"y73",12,30,21,0
5.41599988937378,13,82,1.81700003147125,1,0,1,"y70",8,35,20,0
6.52400016784668,18,114,1.38100004196167,0,0,1,"y73",12,39,24,1
7.05100011825562,18,105,3.3199999332428,2,0,1,"y73",12,48,26,1
5.99100017547607,14,92,2.44899988174438,1,0,1,"y73",7,20,24,1
5.8289999961853,12,107,0,1,0,1,"y69",12,23,18,0
5.92700004577637,17,111,0,2,0,1,"y69",12,41,26,0
6.13600015640259,16,119,4.36299991607666,1,0,1,"y71",16,49,26,0
6.35599994659424,12,97,7.12799978256226,8,0,1,"y66",12,40,24,1
5.66599988937378,12,110,2.33299994468689,1,0,1,"y66",10,34,19,1
5.94299983978271,12,96,5.20100021362305,6,0,1,"y66",12,32,24,1
5.71999979019165,10,102,3.33299994468689,4,0,1,"y66",12,31,23,1
5.19799995422363,12,64,5.37799978256226,6,0,1,"y66",0,22,24,1
4.60500001907349,12,103,3,1,0,1,"y66",8,32,20,0
5.32299995422363,10,118,9.4980001449585,0,0,1,"y73",12,39,24,1
5.69700002670288,17,118,0,2,0,1,"y73",13,41,23,1
5.7039999961853,13,75,6.71999979019165,1,0,1,"y71",12,37,29,1
5.88600015640259,13,112,0,1,0,1,"y68",12,45,20,1
5.2979998588562,12,95,1.71200001239777,1,0,1,"y71",12,20,21,0
6.19399976730347,16,119,0,4,0,1,"y73",12,38,26,1
5.7039999961853,14,94,0.377999991178513,1,0,1,"y68",12,35,25,1
5.16499996185303,12,103,0,1,0,1,"y68",6,27,18,0
5.61700010299683,16,90,0.384999990463257,1,0,1,"y68",14,36,21,1
6.70599985122681,17,128,1.14499998092651,5,0,0,"y73",16,50,28,1
6.03999996185303,12,84,0.377999991178513,1,0,1,"y69",12,40,19,0
6.13600015640259,12,97,2.33299994468689,2,0,1,"y66",8,38,22,1
5.7039999961853,12,102,1.33299994468689,1,0,1,"y66",12,34,19,0
6.38399982452393,17,131,0.483999997377396,1,0,1,"y71",12,41,24,1
5.70699977874756,16,126,0.976999998092651,1,0,1,"y73",12,23,22,1
5.99100017547607,16,107,0.397000014781952,0,0,1,"y73",12,32,21,1
6.78599977493286,16,108,0.850000023841858,2,0,1,"y70",12,45,26,1
6.03999996185303,15,108,0,0,0,1,"y73",12,40,28,1
5.2979998588562,16,115,0.377999991178513,1,0,1,"y68",12,46,22,0
5.50099992752075,14,111,1.75,2,0,1,"y66",12,44,21,1
5.27299976348877,12,115,1.46200001239777,2,0,1,"y66",12,47,22,1
5.05000019073486,13,101,1,2,0,1,"y67",11,31,19,1
6.12200021743774,18,114,0.345999985933304,1,0,1,"y68",12,48,25,1
5.4210000038147,17,116,0,2,0,1,"y73",12,40,22,0
5.38000011444092,12,90,0,2,0,1,"y66",12,41,22,1
5.46400022506714,12,125,0,1,0,1,"y69",14,33,17,0
5.63800001144409,12,98,0.337000012397766,1,0,1,"y69",12,26,17,0
5.84899997711182,15,111,1.37399995326996,4,0,1,"y73",10,42,21,1
6.03800010681152,15,109,0.805999994277954,3,0,1,"y70",12,38,22,1
5.74300003051758,16,124,0.377999991178513,1,0,1,"y68",12,36,25,0
6.39699983596802,13,121,0.358000010251999,4,0,1,"y73",8,35,25,1
5.52099990844727,12,103,0,1,0,1,"y69",10,37,19,0
5.59800004959106,12,96,1,1,0,1,"y68",12,19,17,0
6.02099990844727,12,100,0,2,0,1,"y66",12,40,19,1
5.99900007247925,10,112,0,8,0,1,"y66",11,38,24,1
5.37099981307983,10,73,0,1,0,1,"y66",12,24,17,0
5.62799978256226,12,101,0,1,0,1,"y70",11,39,19,0
5.48099994659424,12,99,4.33300018310547,4,0,1,"y66",12,44,22,0
4.82800006866455,12,95,0.462000012397766,1,0,1,"y67",12,23,19,0
6.125,16,109,0,3,0,0,"y70",18,40,28,1
5.6729998588562,12,110,0,1,0,1,"y70",13,35,18,0
6.28200006484985,17,98,0,1,0,1,"y69",4,49,27,1
6.61999988555908,15,112,2.03699994087219,0,0,1,"y73",12,46,29,1
6.61999988555908,12,90,0,1,0,1,"y68",11,28,18,1
6.33300018310547,14,102,5.28200006484985,0,0,0,"y73",12,46,28,1
6.05200004577637,16,119,0.657999992370605,2,0,1,"y73",12,39,22,1
5.55299997329712,12,96,0.333000004291534,1,0,0,"y66",8,34,17,1
6.46299982070923,18,118,1.17999994754791,1,0,1,"y69",12,40,27,1
5.66300010681152,11,79,5.37799978256226,1,0,0,"y66",9,39,23,1
5.95800018310547,12,96,0,8,0,0,"y68",10,42,26,1
5.77799987792969,11,80,1.00600004196167,1,0,0,"y69",12,27,17,0
5.81400012969971,13,137,0.797999978065491,1,0,0,"y70",12,36,23,0
5.96400022506714,15,116,0.462000012397766,1,0,0,"y69",12,42,23,0
6.0310001373291,11,69,1.31700003147125,2,0,1,"y66",12,31,21,1
5.60599994659424,12,78,1.96099996566772,1,0,1,"y66",6,36,19,0
5.99399995803833,12,99,11.1099996566772,4,0,1,"y71",8,41,29,1
5.35200023651123,12,92,0.377999991178513,3,0,1,"y67",16,33,18,0
6.04300022125244,16,113,0,6,0,1,"y73",16,23,21,0
5.43400001525879,13,98,0,1,0,1,"y71",12,29,24,0
6.17199993133545,15,115,0.391999989748001,3,0,1,"y73",12,30,21,1
5.66300010681152,16,117,0,1,0,1,"y69",6,41,24,0
5.65899991989136,12,96,0,4,0,1,"y66",8,38,21,1
5.52099990844727,12,108,1.78299999237061,0,0,1,"y73",10,46,21,0
5.41200017929077,16,92,0.529999971389771,0,0,0,"y73",16,34,23,1
5.41599988937378,15,95,3.33299994468689,1,0,1,"y66",16,38,23,0
5.64499998092651,13,94,0.462000012397766,1,0,1,"y67",15,40,21,0
5.8439998626709,12,115,6.33300018310547,7,0,0,"y66",7,38,24,1
5.84600019454956,16,105,0.25,0,0,0,"y67",12,42,23,1
5.57600021362305,12,109,2.54500007629395,1,0,0,"y66",7,36,22,0
5.68400001525879,12,87,4.50899982452393,4,0,0,"y71",12,38,22,1
5.54099988937378,16,110,0.333000004291534,1,0,1,"y66",13,34,22,0
5.61700010299683,16,110,0.386999994516373,1,0,0,"y71",10,30,21,0
5.72700023651123,12,109,0.962000012397766,1,0,1,"y68",17,32,19,0
5.61700010299683,12,85,3.16599988937378,4,0,0,"y66",12,21,21,1
5.65199995040894,14,105,1.37800002098083,1,0,0,"y69",10,42,26,1
5.59499979019165,16,122,0.593999981880188,0,0,0,"y73",10,39,25,1
6.02099990844727,16,108,0,1,0,1,"y67",14,40,22,1
5.62400007247925,16,122,1.30900001525879,1,0,1,"y71",12,38,22,0
6.26300001144409,16,79,2.3970000743866,2,0,1,"y73",8,32,24,1
5.16499996185303,12,105,0,1,0,1,"y68",12,30,17,0
5.54899978637695,12,110,0,1,0,0,"y66",8,42,23,0
5.73000001907349,12,92,2.38700008392334,1,0,1,"y71",14,32,20,0
5.95300006866455,16,131,3.39499998092651,5,0,0,"y73",12,32,25,1
5.25699996948242,12,104,1.13100004196167,1,0,0,"y71",12,32,20,0
6.02799987792969,16,110,4.68200016021729,1,0,0,"y70",12,39,27,1
5.48099994659424,12,99,0.691999971866608,1,1,1,"y69",10,20,17,0
4.82800006866455,9,72,4.08300018310547,1,1,0,"y66",4,34,20,0
4.91300010681152,12,86,0.462000012397766,1,1,0,"y67",6,35,19,0
5.46000003814697,11,68,0,5,1,0,"y66",12,38,21,1
6.25400018692017,16,116,0.495000004768372,2,1,0,"y71",12,42,29,1
5.2979998588562,13,96,0,1,1,0,"y70",10,45,22,0
5.07499980926514,9,100,0,1,1,1,"y68",12,32,17,0
5.7810001373291,12,101,0,1,1,1,"y66",12,38,18,1
6.44399976730347,16,117,1.27499997615814,0,1,1,"y73",12,39,22,1
4.82800006866455,12,93,0,2,1,1,"y67",16,38,19,0
5.17600011825562,12,116,1,2,1,1,"y69",9,37,17,0
5.14200019836426,12,106,5.08300018310547,6,1,1,"y66",12,42,22,1
5.62400007247925,12,98,2.58299994468689,1,1,1,"y66",14,45,22,1
5.43800020217896,12,103,0,1,1,1,"y66",12,36,23,1
5.35200023651123,13,100,0,1,1,0,"y70",10,22,21,0
5.52099990844727,12,96,1.12999999523163,1,1,0,"y69",10,39,18,1
6.0310001373291,12,96,0.878000020980835,1,1,1,"y69",10,27,18,0
4.7960000038147,12,104,0,1,1,0,"y66",13,42,17,0
5.34700012207031,17,106,3.00099992752075,1,1,0,"y73",14,34,28,0
5.77799987792969,16,106,0.416999995708466,1,1,0,"y67",12,44,23,0
5.50099992752075,12,94,7.78599977493286,6,1,1,"y71",9,24,26,0
5.85799980163574,10,81,4.33300018310547,1,1,0,"y66",10,29,21,1
4.71799993515015,9,87,6.46199989318848,4,1,0,"y66",5,15,22,1
5.24700021743774,12,75,1,1,1,0,"y68",6,27,18,0
5.01100015640259,12,95,0.333000004291534,1,1,0,"y66",5,34,17,0
4.86800003051758,11,86,1,4,1,0,"y69",3,19,19,0
5.13600015640259,10,86,0.30799999833107,1,1,0,"y68",3,17,18,0
5.21999979019165,12,104,0,1,1,0,"y69",8,41,20,0
4.90500020980835,12,95,2.6010000705719,3,1,0,"y66",7,21,20,0
5.41599988937378,12,116,0.615000009536743,1,1,0,"y69",8,37,18,0
5.7039999961853,9,66,4.33300018310547,1,1,0,"y68",8,20,21,1
5.68400001525879,16,101,1.47500002384186,1,1,1,"y70",0,38,22,1
4.8899998664856,12,96,0,0,1,0,"y68",12,23,17,0
5.24700021743774,12,104,2.37800002098083,4,1,0,"y66",9,41,21,1
5.66300010681152,16,105,1.01300001144409,1,1,0,"y69",14,34,24,1
5.57999992370605,12,106,0,1,1,1,"y69",8,34,18,0
6.2519998550415,17,101,1.59700000286102,2,1,0,"y73",15,34,22,1
5.41599988937378,12,96,0.916000008583069,1,1,1,"y66",12,42,22,1
5.08099985122681,12,105,0,2,1,0,"y66",12,34,19,0
6.13100004196167,12,106,0.52700001001358,9,1,1,"y70",3,40,28,1
5.31300020217896,12,102,5.41699981689453,6,1,1,"y66",8,44,22,1
5.19299983978271,11,90,0,1,1,0,"y66",12,46,24,1
5.38000011444092,12,104,0.402999997138977,1,1,0,"y69",12,30,17,0
5.95300006866455,16,118,0.462000012397766,1,1,0,"y69",12,37,21,1
5.2979998588562,12,108,2.72499990463257,3,1,0,"y66",9,40,22,1
5.4850001335144,12,104,0.377999991178513,1,1,0,"y66",12,37,18,0
5.54099988937378,9,92,8.08800029754639,1,1,0,"y71",10,40,27,1
5.51700019836426,12,87,0.927999973297119,1,1,0,"y71",4,26,21,0
5.23600006103516,15,96,0,3,1,0,"y73",12,38,20,0
5.07499980926514,10,80,1.32200002670288,4,1,0,"y66",12,34,24,1
6.07100009918213,16,104,1.5110000371933,2,1,0,"y73",12,40,25,1
6.35799980163574,18,104,0,2,1,0,"y73",9,35,27,1
5.44199991226196,18,96,0.5,0,1,1,"y73",12,24,24,1
5.41599988937378,12,89,3.20600008964539,2,1,0,"y73",12,24,22,0
4.8600001335144,12,113,1.46200001239777,2,1,0,"y69",10,39,18,1
5.01100015640259,12,105,1.83299994468689,2,1,0,"y66",7,29,19,0
5.52099990844727,12,84,0,1,1,0,"y69",7,39,20,0
5.23099994659424,12,108,2.43400001525879,3,1,1,"y66",7,36,21,1
5.13600015640259,12,104,1.46200001239777,2,1,1,"y66",8,32,20,1
4.82800006866455,12,106,1,1,1,0,"y67",7,28,17,0
5.2979998588562,10,70,7.54500007629395,8,1,1,"y66",12,34,24,1
5.84600019454956,16,104,0.474999994039536,1,1,1,"y70",11,39,24,1
5.11199998855591,12,91,0,1,1,1,"y68",14,42,18,0
6.25400018692017,18,112,0.395000010728836,1,1,1,"y73",14,42,26,1
5.24700021743774,10,97,0.865000009536743,1,1,0,"y68",12,27,18,0
5.2979998588562,12,99,1.33299994468689,1,1,0,"y66",10,40,18,0
5.16499996185303,9,86,0.333000004291534,1,1,0,"y66",6,28,17,0
5.41599988937378,12,90,2.28900003433228,2,1,0,"y66",12,36,18,0
5.69399976730347,12,101,0,1,0,1,"y69",12,43,19,1
5.73000001907349,15,109,0,0,1,0,"y73",11,33,21,1
5.15299987792969,12,107,6.33300018310547,1,1,0,"y66",12,40,24,1
5.2979998588562,16,110,0.925999999046326,1,1,0,"y66",12,48,22,1
6.73099994659424,13,120,0,0,1,1,"y73",10,35,20,1
5.82000017166138,16,97,0.78600001335144,0,1,1,"y73",12,34,22,0
5.88100004196167,12,103,1.90600001811981,0,1,1,"y73",11,37,21,1
5.92700004577637,16,114,0.335999995470047,0,1,1,"y73",12,36,22,1
5.17600011825562,11,95,0,1,1,1,"y68",8,31,18,0
6.51200008392334,16,97,0.5,2,1,0,"y73",12,28,24,0
5.44199991226196,14,97,1.90799999237061,0,1,0,"y73",13,34,20,0
4.94199991226196,13,83,1,1,1,1,"y67",10,25,19,1
5.52899980545044,16,104,0,1,1,0,"y73",12,46,24,1
5.68699979782104,12,82,2.81699991226196,0,1,0,"y73",12,27,24,1
6.02299976348877,16,113,0,1,1,1,"y71",8,45,26,1
5.17600011825562,12,93,0.691999971866608,1,1,0,"y67",7,39,22,1
5.78399991989136,12,101,4.82800006866455,0,1,0,"y73",12,38,25,1
5.62799978256226,12,100,2.48900008201599,2,1,0,"y73",7,33,23,1
5.07499980926514,12,102,0.27700001001358,1,1,1,"y68",8,32,19,1
